P_NAME,P_HABZONE,P_TYPE_TEMP,P_TYPE
HD 31527 b,0,Hot,Neptunian
HD 31527 c,0,Hot,Neptunian
HD 31527 d,1,Warm,Neptunian
HD 3167 b,0,Hot,Superterran
HD 3167 c,0,Hot,Neptunian
HD 3167 d,0,Hot,Superterran
HD 32518 b,0,Hot,Jovian
HD 32963 b,0,Cold,Jovian
HD 330075 b,0,Hot,Jovian
HD 33142 b,0,Hot,Jovian
HD 33142 c,0,Hot,Jovian
HD 33283 b,0,Hot,Jovian
HD 33564 b,0,Hot,Jovian
HD 33844 b,0,Hot,Jovian
HD 33844 c,0,Hot,Jovian
HD 34445 b,2,Warm,Jovian
HD 34445 c,0,Hot,Jovian
HD 34445 d,0,Hot,Neptunian
HD 34445 e,0,Hot,Neptunian
HD 34445 f,2,Warm,Neptunian
HD 34445 g,0,Cold,Jovian
HD 35759 b,0,Hot,Jovian
HD 3651 b,0,Hot,Jovian
HD 37124 b,0,,Jovian
HD 37124 c,0,,Jovian
HD 37124 d,0,,Jovian
HD 37605 b,0,Hot,Jovian
HD 37605 c,0,Cold,Jovian
HD 38283 b,0,Hot,Jovian
HD 38529 b,0,Hot,Jovian
HD 38529 c,2,Warm,Jovian
HD 38801 b,1,Warm,Jovian
HD 39091 b,0,Cold,Jovian
HD 39855 b,0,,Superterran
HD 40307 b,0,Hot,Terran
HD 40307 c,0,Hot,Superterran
HD 40307 d,0,Hot,Superterran
HD 40307 f,0,Hot,Superterran
HD 40307 g,2,Warm,Superterran
HD 40956 b,0,Hot,Jovian
HD 40979 b,0,Hot,Jovian
HD 41004 A b,0,Cold,Jovian
HD 41004 B b,0,,Jovian
HD 4113 b,2,Warm,Jovian
HD 42012 b,0,Cold,Jovian
HD 4203 b,1,Warm,Jovian
HD 4203 c,0,Cold,Jovian
HD 4208 b,0,Cold,Jovian
HD 42618 b,0,Hot,Neptunian
HD 4308 b,0,Hot,Neptunian
HD 4313 b,0,Hot,Jovian
HD 43197 b,2,Warm,Jovian
HD 43691 b,0,Hot,Jovian
HD 44219 b,2,Warm,Jovian
HD 45184 b,0,Hot,Neptunian
HD 45184 c,0,Hot,Superterran
HD 45350 b,0,Cold,Jovian
HD 45364 b,1,Warm,Jovian
HD 45364 c,2,Warm,Jovian
HD 45652 b,0,Hot,Jovian
HD 46375 b,0,Hot,Jovian
HD 47186 b,0,Hot,Neptunian
HD 47186 c,0,Cold,Jovian
HD 4732 b,0,Hot,Jovian
HD 4732 c,2,Warm,Jovian
HD 47366 b,0,Hot,Jovian
HD 47366 c,0,Hot,Jovian
HD 47536 b,0,Hot,Jovian
HD 48265 b,2,Warm,Jovian
HD 4917 b,0,Hot,Jovian
HD 49674 b,0,Hot,Neptunian
HD 50499 b,0,Cold,Jovian
HD 50499 c,0,Cold,Jovian
HD 50554 b,0,Cold,Jovian
HD 51608 b,0,Hot,Neptunian
HD 51608 c,0,Hot,Neptunian
HD 52265 b,0,Hot,Jovian
HD 5319 b,0,Hot,Jovian
HD 5319 c,0,Hot,Jovian
HD 55696 b,0,Cold,Jovian
HD 5583 b,0,Hot,Jovian
HD 5608 b,0,Hot,Jovian
HD 564 b,2,Warm,Jovian
HD 5891 b,0,Hot,Jovian
HD 59686 A b,0,Hot,Jovian
HD 60532 b,0,Hot,Jovian
HD 60532 c,0,Hot,Jovian
HD 62509 b,0,Hot,Jovian
HD 63454 b,0,Hot,Jovian
HD 63765 b,2,Warm,Jovian
HD 64114 b,0,,Neptunian
HD 6434 b,0,Hot,Jovian
HD 65216 b,2,Warm,Jovian
HD 65216 c,0,Cold,Jovian
HD 66141 b,0,Hot,Jovian
HD 66428 b,0,Cold,Jovian
HD 67087 b,0,Hot,Jovian
HD 67087 c,0,Cold,Jovian
HD 6718 b,0,Cold,Jovian
HD 68402 b,0,Cold,Jovian
HD 68988 b,0,Hot,Jovian
HD 69830 b,0,,Neptunian
HD 69830 c,0,,Neptunian
HD 69830 d,0,,Neptunian
HD 70573 b,0,Cold,Jovian
HD 70642 b,0,Cold,Jovian
HD 7199 b,2,Warm,Jovian
HD 72490 b,0,Hot,Jovian
HD 72659 b,0,Cold,Jovian
HD 72892 b,0,Hot,Jovian
HD 73267 b,0,Cold,Jovian
HD 73526 b,0,Hot,Jovian
HD 73526 c,0,Hot,Jovian
HD 73534 b,2,Warm,Jovian
HD 74156 b,0,,Jovian
HD 74156 c,0,,Jovian
HD 7449 b,0,Cold,Jovian
HD 75289 b,0,Hot,Jovian
HD 75784 b,0,Hot,Jovian
HD 75784 c,0,Cold,Jovian
HD 75898 b,0,Hot,Jovian
HD 76700 b,0,Hot,Jovian
HD 76920 b,0,Hot,Jovian
HD 77338 b,0,Hot,Neptunian
HD 7924 b,0,Hot,Superterran
HD 7924 c,0,Hot,Superterran
HD 7924 d,0,Hot,Superterran
HD 79498 b,0,Cold,Jovian
HD 80606 b,0,Hot,Jovian
HD 81040 b,0,Cold,Jovian
HD 81688 b,0,Hot,Jovian
HD 82886 b,0,Hot,Jovian
HD 82943 b,2,Warm,Jovian
HD 82943 c,0,Hot,Jovian
HD 8326 b,0,,Jovian
HD 83443 b,0,Hot,Jovian
HD 8535 b,0,Cold,Jovian
HD 85390 b,0,Cold,Neptunian
HD 85512 b,0,Hot,Terran
HD 8574 b,0,Hot,Jovian
HD 86081 b,0,Hot,Jovian
HD 86226 b,0,Cold,Jovian
HD 86264 b,2,Warm,Jovian
HD 8673 b,0,Cold,Jovian
HD 86950 b,0,Hot,Jovian
HD 87646 b,0,Hot,Jovian
HD 87883 b,0,Cold,Jovian
HD 88133 b,0,Hot,Jovian
HD 89307 b,0,Cold,Jovian
HD 89345 b,0,Hot,Jovian
HD 89744 b,0,Hot,Jovian
HD 90156 b,0,Hot,Neptunian
HD 9174 b,2,Warm,Jovian
HD 92788 b,1,Warm,Jovian
HD 92788 c,0,Cold,Jovian
HD 92987 b,0,Cold,Jovian
HD 93083 b,0,Hot,Jovian
HD 9446 b,0,Hot,Jovian
HD 9446 c,0,Hot,Jovian
HD 94834 b,1,Warm,Jovian
HD 95086 b,0,,Jovian
HD 95089 b,0,Hot,Jovian
HD 95089 c,1,Warm,Jovian
HD 95127 b,0,Hot,Jovian
HD 95872 b,0,Cold,Jovian
HD 96063 b,0,Hot,Jovian
HD 96127 b,0,Hot,Jovian
HD 96167 b,0,Hot,Jovian
HD 97658 b,0,Hot,Superterran
HD 98219 b,0,Hot,Jovian
HD 98649 b,0,Cold,Jovian
HD 98736 b,0,Cold,Jovian
HD 99109 b,2,Warm,Jovian
HD 99492 b,0,Hot,Neptunian
HD 99706 b,0,Hot,Jovian
HD 99706 c,0,Hot,Jovian
HIP 105854 b,0,Hot,Jovian
HIP 107773 b,0,Hot,Jovian
HIP 109384 b,2,Warm,Jovian
HIP 109600 b,1,Warm,Jovian
HIP 116454 b,0,Hot,Neptunian
HIP 12961 b,1,Warm,Jovian
HIP 14810 b,0,Hot,Jovian
HIP 14810 c,0,Hot,Jovian
HIP 14810 d,0,Cold,Jovian
HIP 35173 b,0,,Neptunian
HIP 41378 b,0,Hot,
HIP 41378 c,0,Hot,
HIP 41378 d,2,Warm,
HIP 41378 e,0,,
HIP 41378 f,2,Warm,
HIP 5158 b,2,Warm,Jovian
HIP 5158 c,0,Cold,Jovian
HIP 54373 b,0,,Superterran
HIP 54373 c,0,,Neptunian
HIP 57274 b,0,Hot,Superterran
HIP 57274 c,0,Hot,Jovian
HIP 57274 d,0,Cold,Jovian
HIP 63242 b,0,Hot,Jovian
HIP 65407 b,0,Hot,Jovian
HIP 65407 c,0,Hot,Jovian
HIP 65426 b,0,Cold,Jovian
HIP 65891 b,0,Hot,Jovian
HIP 67537 b,1,Warm,Jovian
HIP 67851 b,0,Hot,Jovian
HIP 67851 c,1,Warm,Jovian
HIP 70849 b,0,,Jovian
HIP 71135 b,0,,Neptunian
HIP 74890 b,0,Hot,Jovian
HIP 78530 b,0,,Jovian
HIP 79098 AB b,0,,Jovian
HIP 79431 b,2,Warm,Jovian
HIP 8541 b,0,Hot,Jovian
HIP 91258 b,0,Hot,Jovian
HIP 97233 b,0,Hot,Jovian
HN Peg b,0,Cold,Jovian
HR 2562 b,0,,Jovian
HR 810 b,0,Hot,Jovian
HR 858 b,0,Hot,Superterran
HR 858 c,0,Hot,Superterran
HR 858 d,0,Hot,Superterran
HR 8799 b,0,,Jovian
HR 8799 c,0,,Jovian
HR 8799 d,0,,Jovian
HR 8799 e,0,,Jovian
IC 4651 9122 b,0,,Jovian
iot Dra b,0,Hot,Jovian
K2-10 b,0,Hot,Neptunian
K2-100 b,0,Hot,Neptunian
K2-101 b,0,Hot,Superterran
K2-102 b,0,Hot,Terran
K2-104 b,0,Hot,Superterran
K2-105 b,0,Hot,Neptunian
K2-107 b,0,Hot,Jovian
K2-108 b,0,Hot,Neptunian
K2-11 b,0,Hot,Jovian
K2-110 b,0,Hot,Neptunian
K2-111 b,0,Hot,Superterran
K2-113 b,0,Hot,Jovian
K2-114 b,0,Hot,Jovian
K2-115 b,0,Hot,Jovian
K2-116 b,0,Hot,Subterran
K2-117 b,0,Hot,Superterran
K2-117 c,0,Hot,Superterran
K2-118 b,0,Hot,Neptunian
K2-119 b,0,Hot,Neptunian
K2-12 b,0,Hot,Superterran
K2-120 b,0,Hot,Superterran
K2-121 b,0,Hot,Jovian
K2-122 b,0,Hot,Terran
K2-123 b,0,Hot,Neptunian
K2-124 b,0,Hot,Neptunian
K2-125 b,0,Hot,Superterran
K2-126 b,0,Hot,Superterran
K2-127 b,0,Hot,Jovian
K2-128 b,0,Hot,Terran
K2-129 b,0,Hot,Terran
K2-13 b,0,Hot,Superterran
K2-130 b,0,Hot,Terran
K2-131 b,0,Hot,Superterran
K2-132 b,0,Hot,Jovian
K2-133 b,0,Hot,Terran
K2-133 c,0,Hot,Superterran
K2-133 d,0,Hot,Superterran
K2-133 e,0,Hot,Superterran
K2-136 b,0,Hot,Terran
K2-136 c,0,Hot,Neptunian
K2-136 d,0,Hot,Terran
K2-137 b,0,Hot,Jovian
K2-138 b,0,Hot,Superterran
K2-138 c,0,Hot,Neptunian
K2-138 d,0,Hot,Neptunian
K2-138 e,0,Hot,Neptunian
K2-138 f,0,Hot,Neptunian
K2-139 b,0,Hot,Jovian
K2-14 b,0,Hot,Neptunian
K2-140 b,0,Hot,Jovian
K2-141 b,0,Hot,Superterran
K2-141 c,0,Hot,Jovian
K2-146 b,0,Hot,Superterran
K2-146 c,0,Hot,Superterran
K2-147 b,0,Hot,Terran
K2-148 b,0,Hot,Terran
K2-148 c,0,Hot,Superterran
K2-148 d,0,Hot,Superterran
K2-149 b,0,Hot,Superterran
K2-15 b,0,Hot,Superterran
K2-150 b,0,Hot,Superterran
K2-151 b,0,Hot,Terran
K2-152 b,0,Hot,Superterran
K2-153 b,0,Hot,Superterran
K2-154 b,0,Hot,Superterran
K2-154 c,0,Hot,Superterran
K2-155 b,0,Hot,Superterran
K2-155 c,0,Hot,Neptunian
K2-155 d,0,Hot,Superterran
K2-156 b,0,Hot,Terran
K2-157 b,0,Hot,Terran
K2-158 b,0,Hot,Neptunian
K2-158 c,0,Hot,Terran
K2-159 b,0,Hot,Superterran
K2-16 b,0,,Superterran
K2-16 c,0,,Neptunian
K2-160 b,0,Hot,Neptunian
K2-161 b,0,Hot,Jovian
K2-162 b,0,Hot,Terran
K2-163 b,0,Hot,Superterran
K2-164 b,0,Hot,Neptunian
K2-165 b,0,Hot,Terran
K2-165 c,0,Hot,Superterran
K2-165 d,0,Hot,Neptunian
K2-166 b,0,,Superterran
K2-167 b,0,Hot,Neptunian
K2-168 b,0,Hot,Superterran
K2-169 b,0,Hot,Terran
K2-17 b,0,Hot,Superterran
K2-170 b,0,Hot,Terran
K2-170 c,0,Hot,Superterran
K2-171 b,0,Hot,Neptunian
K2-172 b,0,Hot,Superterran
K2-172 c,0,Hot,Neptunian
K2-173 b,0,Hot,Superterran
K2-174 b,0,Hot,Neptunian
K2-175 b,0,Hot,Superterran
K2-176 b,0,Hot,Terran
K2-177 b,0,Hot,Superterran
K2-178 b,0,Hot,Neptunian
K2-179 b,0,Hot,Neptunian
K2-18 b,1,Warm,Superterran
K2-18 c,0,Hot,Superterran
K2-180 b,0,Hot,Superterran
K2-181 b,0,Hot,Neptunian
K2-182 b,0,Hot,Neptunian
K2-183 b,0,Hot,Neptunian
K2-183 c,0,Hot,Neptunian
K2-183 d,0,Hot,Neptunian
K2-184 b,0,Hot,Superterran
K2-185 b,0,Hot,Terran
K2-186 b,0,Hot,Neptunian
K2-187 b,0,Hot,Terran
K2-187 c,0,Hot,Superterran
K2-187 d,0,Hot,Neptunian
K2-187 e,0,Hot,Superterran
K2-188 b,0,Hot,Terran
K2-188 c,0,Hot,Neptunian
K2-189 b,0,Hot,Superterran
K2-189 c,0,Hot,Superterran
K2-19 b,0,Hot,Jovian
K2-19 c,0,Hot,Neptunian
K2-19 d,0,Hot,Terran
K2-190 b,0,Hot,Terran
K2-190 c,0,Hot,Terran
K2-191 b,0,Hot,Superterran
K2-192 b,0,Hot,Superterran
K2-193 b,0,Hot,Neptunian
K2-194 b,0,Hot,Neptunian
K2-195 b,0,Hot,Neptunian
K2-195 c,0,Hot,Neptunian
K2-196 b,0,Hot,Neptunian
K2-197 b,0,Hot,Neptunian
K2-198 b,0,Hot,Neptunian
K2-198 c,0,Hot,Terran
K2-198 d,0,Hot,Superterran
K2-199 b,0,Hot,Superterran
K2-199 c,0,Hot,Neptunian
K2-200 b,0,Hot,Terran
K2-201 b,0,Hot,Terran
K2-201 c,0,Hot,Neptunian
K2-202 b,0,Hot,Superterran
K2-203 b,0,Hot,Terran
K2-204 b,0,Hot,Neptunian
K2-205 b,0,Hot,Superterran
K2-206 b,0,Hot,Neptunian
K2-207 b,0,Hot,Neptunian
K2-208 b,0,Hot,Superterran
K2-209 b,0,Hot,Terran
K2-21 b,0,Hot,Superterran
K2-21 c,0,Hot,Superterran
K2-210 b,0,Hot,Terran
K2-211 b,0,Hot,Terran
K2-212 b,0,Hot,Neptunian
K2-213 b,0,Hot,Superterran
K2-214 b,0,Hot,Superterran
K2-215 b,0,Hot,Superterran
K2-216 b,0,Hot,Superterran
K2-217 b,0,Hot,Neptunian
K2-218 b,0,Hot,Neptunian
K2-219 b,0,Hot,Terran
K2-219 c,0,Hot,Terran
K2-219 d,0,Hot,Neptunian
K2-22 b,0,Hot,Jovian
K2-220 b,0,Hot,Superterran
K2-221 b,0,Hot,Superterran
K2-222 b,0,Hot,Superterran
K2-223 b,0,Hot,Terran
K2-223 c,0,Hot,Superterran
K2-224 b,0,Hot,Superterran
K2-224 c,0,Hot,Superterran
K2-225 b,0,Hot,Neptunian
K2-226 b,0,Hot,Superterran
K2-227 b,0,Hot,Superterran
K2-228 b,0,Hot,Terran
K2-229 b,0,Hot,Terran
K2-229 c,0,Hot,Superterran
K2-230 b,0,Hot,Superterran
K2-231 b,0,Hot,Superterran
K2-232 b,0,Hot,Jovian
K2-233 b,0,Hot,Terran
K2-233 c,0,Hot,Terran
K2-233 d,0,Hot,Neptunian
K2-237 b,0,Hot,Jovian
K2-238 b,0,Hot,Jovian
K2-239 b,0,Hot,Terran
K2-239 c,0,Hot,Terran
K2-239 d,0,Hot,Terran
K2-24 b,0,Hot,Neptunian
K2-24 c,0,Hot,Jovian
K2-240 b,0,Hot,Superterran
K2-240 c,0,Hot,Superterran
K2-241 b,0,Hot,Neptunian
K2-242 b,0,Hot,Neptunian
K2-243 b,0,Hot,Superterran
K2-243 c,0,Hot,Superterran
K2-244 b,0,Hot,Superterran
K2-245 b,0,Hot,Neptunian
K2-246 b,0,Hot,Neptunian
K2-247 b,0,Hot,Superterran
K2-247 c,0,Hot,Superterran
K2-248 b,0,Hot,Neptunian
K2-249 b,0,Hot,Neptunian
K2-25 b,0,Hot,Neptunian
K2-250 b,0,Hot,Superterran
K2-251 b,0,Hot,Superterran
K2-252 b,0,Hot,Superterran
K2-253 b,0,Hot,Jovian
K2-254 b,0,Hot,Superterran
K2-254 c,0,Hot,Superterran
K2-255 b,0,Hot,Neptunian
K2-256 b,0,Hot,Neptunian
K2-257 b,0,Hot,Terran
K2-258 b,0,Hot,Neptunian
K2-259 b,0,Hot,Superterran
K2-26 b,0,Hot,Neptunian
K2-260 b,0,Hot,Jovian
K2-261 b,0,Hot,Jovian
K2-263 b,0,Hot,Neptunian
K2-264 b,0,Hot,Superterran
K2-264 c,0,Hot,Neptunian
K2-265 b,0,Hot,Superterran
K2-266 b,0,Hot,Neptunian
K2-266 c,0,Hot,Subterran
K2-266 d,0,Hot,Neptunian
K2-266 e,0,Hot,Neptunian
K2-268 b,0,Hot,Terran
K2-268 c,0,Hot,Neptunian
K2-269 b,0,Hot,Superterran
K2-27 b,0,Hot,Neptunian
K2-270 b,0,Hot,Terran
K2-270 c,0,Hot,Neptunian
K2-271 b,0,Hot,Jovian
K2-272 b,0,Hot,Neptunian
K2-273 b,0,Hot,Neptunian
K2-274 b,0,Hot,Superterran
K2-275 b,0,Hot,Superterran
K2-275 c,0,Hot,Superterran
K2-276 b,0,Hot,Neptunian
K2-277 b,0,Hot,Superterran
K2-278 b,0,Hot,Neptunian
K2-279 b,0,Hot,Terran
K2-28 b,0,Hot,Superterran
K2-280 b,0,Hot,Jovian
K2-281 b,0,Hot,Jovian
K2-282 b,0,,Neptunian
K2-283 b,0,Hot,Neptunian
K2-284 b,0,Hot,Neptunian
K2-285 b,0,Hot,Neptunian
K2-285 c,0,Hot,Neptunian
K2-285 d,0,Hot,Superterran
K2-285 e,0,Hot,Neptunian
K2-286 b,0,Hot,Superterran
K2-287 b,0,Hot,Jovian
K2-288 B b,2,Warm,Superterran
K2-289 b,0,Hot,Jovian
K2-29 b,0,Hot,Jovian
K2-290 b,0,Hot,Neptunian
K2-290 c,0,Hot,Jovian
K2-291 b,0,Hot,Superterran
K2-293 b,0,Hot,Superterran
K2-294 b,0,Hot,Superterran
K2-295 b,0,Hot,Jovian
K2-296 b,1,Warm,Superterran
K2-296 c,0,Hot,Neptunian
K2-3 b,0,Hot,Superterran
K2-3 c,0,Hot,Superterran
K2-3 d,1,Warm,Superterran
K2-30 b,0,Hot,Jovian
K2-31 b,0,Hot,Jovian
K2-32 b,0,,Neptunian
K2-32 c,0,,Neptunian
K2-32 d,0,,Neptunian
K2-32 e,0,,Terran
K2-33 b,0,Hot,Jovian
K2-34 b,0,Hot,Jovian
K2-35 b,0,Hot,Superterran
K2-35 c,0,Hot,Terran
K2-36 b,0,Hot,Terran
K2-36 c,0,Hot,Neptunian
K2-37 b,0,Hot,Superterran
K2-37 c,0,Hot,Neptunian
K2-37 d,0,Hot,Neptunian
K2-38 b,0,Hot,Neptunian
K2-38 c,0,Hot,Superterran
K2-39 b,0,Hot,Jovian
K2-4 b,0,Hot,Superterran
K2-42 b,0,Hot,Superterran
K2-43 b,0,Hot,Neptunian
K2-43 c,0,Hot,Superterran
K2-44 b,0,Hot,Neptunian
K2-45 b,0,Hot,Jovian
K2-46 b,0,Hot,Superterran
K2-47 b,0,Hot,Superterran
K2-48 b,0,Hot,Superterran
K2-49 b,0,Hot,Superterran
K2-5 b,0,Hot,Superterran
K2-5 c,0,Hot,Superterran
K2-50 b,0,,Superterran
K2-52 b,0,Hot,Jovian
K2-53 b,0,Hot,Neptunian
K2-54 b,0,Hot,Terran
K2-55 b,0,Hot,Neptunian
K2-57 b,0,Hot,Superterran
K2-58 b,0,Hot,Neptunian
K2-58 c,0,Hot,Superterran
K2-58 d,0,Hot,Superterran
K2-59 b,0,Hot,Superterran
K2-59 c,0,Hot,Superterran
K2-6 b,0,Hot,Superterran
K2-60 b,0,Hot,Jovian
K2-61 b,0,Hot,Superterran
K2-62 b,0,Hot,Superterran
K2-62 c,0,Hot,Superterran
K2-63 b,0,Hot,Neptunian
K2-63 c,0,Hot,Neptunian
K2-64 b,0,Hot,Superterran
K2-65 b,0,Hot,Superterran
K2-66 b,0,Hot,Neptunian
K2-68 b,0,Hot,Superterran
K2-69 b,0,Hot,Superterran
K2-7 b,0,Hot,Neptunian
K2-70 b,0,Hot,Neptunian
K2-71 b,0,Hot,Superterran
K2-72 b,0,Hot,Terran
K2-72 c,0,Hot,Terran
K2-72 d,0,Hot,Terran
K2-72 e,1,Warm,Terran
K2-73 b,0,Hot,Superterran
K2-74 b,0,Hot,Superterran
K2-75 b,0,Hot,Neptunian
K2-75 c,0,Hot,Neptunian
K2-77 b,0,Hot,Jovian
K2-79 b,0,Hot,Neptunian
K2-8 b,0,Hot,Neptunian
K2-8 c,0,Hot,Superterran
K2-80 b,0,Hot,Superterran
K2-80 c,0,Hot,Terran
K2-80 d,0,Hot,Neptunian
K2-81 b,0,Hot,Superterran
K2-83 b,0,Hot,Terran
K2-83 c,0,Hot,Terran
K2-84 b,0,Hot,Superterran
K2-84 c,0,Hot,Superterran
K2-85 b,0,Hot,Terran
K2-86 b,0,Hot,Superterran
K2-87 b,0,Hot,Jovian
K2-88 b,0,Hot,Terran
K2-89 b,0,Hot,Subterran
K2-9 b,1,Warm,Superterran
K2-90 b,0,Hot,Neptunian
K2-90 c,0,Hot,Terran
K2-91 b,0,Hot,Terran
K2-95 b,0,Hot,Neptunian
K2-97 b,0,Hot,Jovian
K2-98 b,0,Hot,Neptunian
K2-99 b,0,Hot,Jovian
kap And b,0,Cold,Jovian
kap CrB b,0,Hot,Jovian
Kapteyn c,0,Cold,Superterran
KELT-1 b,0,Hot,Jovian
KELT-10 b,0,Hot,Jovian
KELT-11 b,0,Hot,Jovian
KELT-12 b,0,Hot,Jovian
KELT-14 b,0,Hot,Jovian
KELT-15 b,0,Hot,Jovian
KELT-16 b,0,Hot,Jovian
KELT-17 b,0,Hot,Jovian
KELT-18 b,0,Hot,Jovian
KELT-19 A b,0,Hot,Jovian
KELT-2 A b,0,Hot,Jovian
KELT-20 b,0,Hot,Jovian
KELT-21 b,0,Hot,Jovian
KELT-23 A b,0,Hot,Jovian
KELT-3 b,0,Hot,Jovian
KELT-4 A b,0,Hot,Jovian
KELT-6 b,0,Hot,Jovian
KELT-6 c,2,Warm,Jovian
KELT-7 b,0,Hot,Jovian
KELT-8 b,0,Hot,Jovian
KELT-9 b,0,Hot,Jovian
Kepler-10 b,0,Hot,Terran
Kepler-10 c,0,Hot,Neptunian
Kepler-100 b,0,Hot,Superterran
Kepler-100 c,0,Hot,Superterran
Kepler-100 d,0,Hot,Superterran
Kepler-1000 b,0,Hot,Neptunian
Kepler-1001 b,0,Hot,Neptunian
Kepler-1002 b,0,Hot,Superterran
Kepler-1003 b,0,Hot,Superterran
Kepler-1004 b,0,Hot,Jovian
Kepler-1005 b,0,Hot,Superterran
Kepler-1006 b,0,Hot,Superterran
Kepler-1007 b,0,Hot,Terran
Kepler-1008 b,0,Hot,Terran
Kepler-1009 b,0,Hot,Superterran
Kepler-101 b,0,Hot,Jovian
Kepler-101 c,0,Hot,Terran
Kepler-1010 b,0,Hot,Superterran
Kepler-1011 b,0,Hot,Neptunian
Kepler-1012 b,0,Hot,Terran
Kepler-1013 b,0,Hot,Superterran
Kepler-1014 b,0,Hot,Superterran
Kepler-1015 b,0,Hot,Neptunian
Kepler-1016 b,0,Hot,Superterran
Kepler-1016 c,0,Hot,Neptunian
Kepler-1017 b,0,Hot,Superterran
Kepler-1018 b,0,Hot,Neptunian
Kepler-1019 b,0,Hot,Terran
Kepler-102 b,0,Hot,Terran
Kepler-102 c,0,Hot,Terran
Kepler-102 d,0,Hot,Terran
Kepler-102 e,0,Hot,Superterran
Kepler-102 f,0,Hot,Superterran
Kepler-1020 b,0,Hot,Superterran
Kepler-1021 b,0,Hot,Superterran
Kepler-1022 b,0,Hot,Superterran
Kepler-1023 b,0,Hot,Neptunian
Kepler-1024 b,0,Hot,Neptunian
Kepler-1025 b,0,Hot,Superterran
Kepler-1026 b,0,Hot,Superterran
Kepler-1027 b,0,Hot,Terran
Kepler-1028 b,0,Hot,Terran
Kepler-1029 b,0,Hot,Terran
Kepler-103 b,0,Hot,Neptunian
Kepler-103 c,0,Hot,Neptunian
Kepler-1030 b,0,Hot,Superterran
Kepler-1031 b,0,Hot,Terran
Kepler-1032 b,0,Hot,Superterran
Kepler-1033 b,0,Hot,Neptunian
Kepler-1034 b,0,Hot,Superterran
Kepler-1035 b,0,Hot,Terran
Kepler-1036 b,0,Hot,Neptunian
Kepler-1037 b,0,Hot,Terran
Kepler-1038 b,0,Hot,Neptunian
Kepler-1039 b,0,Hot,Terran
Kepler-104 b,0,Hot,Neptunian
Kepler-104 c,0,Hot,Neptunian
Kepler-104 d,0,Hot,Neptunian
Kepler-1040 b,0,Hot,Superterran
Kepler-1041 b,0,Hot,Neptunian
Kepler-1042 b,0,Hot,Superterran
Kepler-1043 b,0,Hot,Neptunian
Kepler-1044 b,0,Hot,Neptunian
Kepler-1045 b,0,Hot,Neptunian
Kepler-1046 b,0,Hot,Superterran
Kepler-1047 b,0,Hot,Superterran
Kepler-1047 c,0,Hot,Terran
Kepler-1048 b,0,Hot,Superterran
Kepler-1049 b,0,Hot,Terran
Kepler-105 b,0,Hot,Neptunian
Kepler-105 c,0,Hot,Terran
Kepler-1050 b,0,Hot,Superterran
Kepler-1050 c,0,Hot,Terran
Kepler-1051 b,0,Hot,Neptunian
Kepler-1052 b,0,Hot,Neptunian
Kepler-1053 b,0,Hot,Terran
Kepler-1054 b,0,Hot,Neptunian
Kepler-1055 b,0,Hot,Terran
Kepler-1056 b,0,Hot,Neptunian
Kepler-1057 b,0,Hot,Neptunian
Kepler-1058 b,1,Warm,Neptunian
Kepler-1059 b,0,Hot,Superterran
Kepler-106 b,0,Hot,Superterran
Kepler-106 c,0,Hot,Neptunian
Kepler-106 d,0,Hot,Superterran
Kepler-106 e,0,Hot,Neptunian
Kepler-1060 b,0,Hot,Superterran
Kepler-1061 b,0,Hot,Superterran
Kepler-1062 b,0,Hot,Superterran
Kepler-1063 b,0,Hot,Terran
Kepler-1064 b,0,Hot,Superterran
Kepler-1065 b,0,Hot,Neptunian
Kepler-1065 c,0,Hot,Superterran
Kepler-1066 b,0,Hot,Superterran
Kepler-1067 b,0,Hot,Subterran
Kepler-1068 b,0,Hot,Neptunian
Kepler-1069 b,0,Hot,Superterran
Kepler-107 b,0,Hot,Superterran
Kepler-107 c,0,Hot,Superterran
Kepler-107 d,0,Hot,Terran
Kepler-107 e,0,Hot,Neptunian
Kepler-1070 b,0,Hot,Superterran
Kepler-1071 b,0,Hot,Superterran
Kepler-1072 b,0,Hot,Superterran
Kepler-1073 b,0,Hot,Superterran
Kepler-1073 c,0,Hot,Superterran
Kepler-1074 b,0,Hot,Terran
Kepler-1075 b,0,Hot,Terran
Kepler-1076 b,0,Hot,Subterran
Kepler-1077 b,0,Hot,Neptunian
Kepler-1078 b,0,Hot,Superterran
Kepler-1079 b,0,Hot,Superterran
Kepler-108 b,0,Hot,Jovian
Kepler-108 c,0,Hot,Jovian
Kepler-1080 b,0,Hot,Neptunian
Kepler-1081 b,0,Hot,Terran
Kepler-1082 b,0,Hot,Terran
Kepler-1083 b,0,Hot,Neptunian
Kepler-1084 b,0,Hot,Terran
Kepler-1085 b,0,Hot,Jovian
Kepler-1086 b,0,Hot,Superterran
Kepler-1086 c,2,Warm,Neptunian
Kepler-1087 b,0,Hot,Subterran
Kepler-1088 b,0,Hot,Terran
Kepler-1089 b,0,Hot,Superterran
Kepler-109 b,0,Hot,Superterran
Kepler-109 c,0,Hot,Neptunian
Kepler-1090 b,1,Warm,Superterran
Kepler-1091 b,0,Hot,Terran
Kepler-1092 b,0,Hot,Superterran
Kepler-1093 b,0,Hot,Superterran
Kepler-1093 c,0,Hot,Superterran
Kepler-1094 b,0,Hot,Neptunian
