P_NAME,P_HABZONE,P_TYPE_TEMP,P_TYPE
Kepler-1614 b,0,Hot,Terran
Kepler-1615 b,0,Hot,Superterran
Kepler-1616 b,0,Hot,Terran
Kepler-1617 b,0,Hot,Terran
Kepler-1618 b,0,Hot,Terran
Kepler-1619 b,0,Hot,Subterran
Kepler-162 b,0,Hot,Terran
Kepler-162 c,0,Hot,Neptunian
Kepler-1620 b,0,Hot,Superterran
Kepler-1621 b,0,Hot,Superterran
Kepler-1622 b,0,Hot,Terran
Kepler-1623 b,0,Hot,Terran
Kepler-1624 b,0,Hot,Neptunian
Kepler-1625 b,2,Warm,Jovian
Kepler-1626 b,0,Hot,Superterran
Kepler-1627 b,0,Hot,Neptunian
Kepler-1628 b,2,Warm,Jovian
Kepler-1629 b,0,Hot,Subterran
Kepler-163 b,0,Hot,Terran
Kepler-163 c,0,Hot,Superterran
Kepler-1630 b,0,Cold,Superterran
Kepler-1631 b,0,Hot,Terran
Kepler-1632 b,1,Warm,Superterran
Kepler-1633 b,0,Hot,Superterran
Kepler-1634 b,2,Warm,Neptunian
Kepler-1635 b,2,Warm,Neptunian
Kepler-1636 b,2,Warm,Neptunian
Kepler-1637 b,0,Hot,Terran
Kepler-1638 b,1,Warm,Superterran
Kepler-1639 b,0,Hot,Neptunian
Kepler-164 b,0,Hot,Terran
Kepler-164 c,0,Hot,Neptunian
Kepler-164 d,0,Hot,Superterran
Kepler-1640 b,0,Hot,Neptunian
Kepler-1641 b,0,Hot,Neptunian
Kepler-1641 c,0,Hot,Neptunian
Kepler-1642 b,0,Hot,Neptunian
Kepler-1642 c,0,Hot,Neptunian
Kepler-1643 b,0,Hot,Superterran
Kepler-1644 b,0,Hot,Superterran
Kepler-1645 b,0,Hot,Superterran
Kepler-1646 b,0,Hot,Terran
Kepler-1647 b,2,Warm,Jovian
Kepler-1649 b,0,Hot,Terran
Kepler-165 b,0,Hot,Superterran
Kepler-165 c,0,Hot,Superterran
Kepler-1650 b,0,Hot,Terran
Kepler-1651 b,0,Hot,Superterran
Kepler-1652 b,2,Warm,Superterran
Kepler-1653 b,2,Warm,Superterran
Kepler-1654 b,0,Cold,Jovian
Kepler-1655 b,0,Hot,Superterran
Kepler-1656 b,0,Hot,Neptunian
Kepler-1658 b,0,Hot,Jovian
Kepler-166 b,0,Hot,Superterran
Kepler-166 c,0,Hot,Superterran
Kepler-166 d,0,,Superterran
Kepler-167 b,0,Hot,Superterran
Kepler-167 c,0,Hot,Superterran
Kepler-167 d,0,Hot,Terran
Kepler-167 e,0,Cold,Jovian
Kepler-168 b,0,Hot,Terran
Kepler-168 c,0,Hot,Neptunian
Kepler-169 b,0,Hot,Terran
Kepler-169 c,0,Hot,Terran
Kepler-169 d,0,Hot,Terran
Kepler-169 e,0,Hot,Superterran
Kepler-169 f,0,Hot,Neptunian
Kepler-17 b,0,Hot,Jovian
Kepler-170 b,0,Hot,Neptunian
Kepler-170 c,0,Hot,Neptunian
Kepler-171 b,0,Hot,Superterran
Kepler-171 c,0,Hot,Neptunian
Kepler-171 d,0,Hot,Superterran
Kepler-172 b,0,Hot,Superterran
Kepler-172 c,0,Hot,Neptunian
Kepler-172 d,0,Hot,Superterran
Kepler-172 e,0,Hot,Neptunian
Kepler-173 b,0,Hot,Terran
Kepler-173 c,0,Hot,Superterran
Kepler-174 b,0,Hot,Superterran
Kepler-174 c,0,Hot,Terran
Kepler-174 d,2,Warm,Superterran
Kepler-175 b,0,Hot,Neptunian
Kepler-175 c,0,Hot,Neptunian
Kepler-176 b,0,Hot,Terran
Kepler-176 c,0,Hot,Neptunian
Kepler-176 d,0,Hot,Neptunian
Kepler-176 e,0,,Terran
Kepler-177 b,0,,Neptunian
Kepler-177 c,0,,Jovian
Kepler-178 b,0,Hot,Neptunian
Kepler-178 c,0,Hot,Neptunian
Kepler-178 d,0,Hot,Neptunian
Kepler-179 b,0,Hot,Superterran
Kepler-179 c,0,Hot,Superterran
Kepler-18 b,0,Hot,Superterran
Kepler-18 c,0,Hot,Neptunian
Kepler-18 d,0,Hot,Jovian
Kepler-180 b,0,Hot,Superterran
Kepler-180 c,0,Hot,Neptunian
Kepler-181 b,0,Hot,Terran
Kepler-181 c,0,Hot,Superterran
Kepler-182 b,0,Hot,Neptunian
Kepler-182 c,0,Hot,Neptunian
Kepler-183 b,0,Hot,Superterran
Kepler-183 c,0,Hot,Superterran
Kepler-184 b,0,Hot,Superterran
Kepler-184 c,0,Hot,Superterran
Kepler-184 d,0,Hot,Superterran
Kepler-185 b,0,Hot,Terran
Kepler-185 c,0,Hot,Superterran
Kepler-186 b,0,Hot,Terran
Kepler-186 c,0,Hot,Terran
Kepler-186 d,0,Hot,Terran
Kepler-186 e,0,Hot,Terran
Kepler-186 f,2,Warm,Terran
Kepler-187 b,0,Hot,Terran
Kepler-187 c,0,Hot,Neptunian
Kepler-188 b,0,Hot,Superterran
Kepler-188 c,0,Hot,Neptunian
Kepler-189 b,0,Hot,Terran
Kepler-189 c,0,Hot,Superterran
Kepler-19 b,0,Hot,Superterran
Kepler-19 c,0,Hot,Neptunian
Kepler-19 d,0,Hot,Neptunian
Kepler-190 b,0,Hot,Superterran
Kepler-190 c,0,Hot,Terran
Kepler-191 b,0,Hot,Terran
Kepler-191 c,0,Hot,Superterran
Kepler-191 d,0,,Superterran
Kepler-192 b,0,Hot,Neptunian
Kepler-192 c,0,Hot,Neptunian
Kepler-192 d,0,,Terran
Kepler-193 b,0,Hot,Superterran
Kepler-193 c,0,Hot,Neptunian
Kepler-194 b,0,Hot,Superterran
Kepler-194 c,0,Hot,Neptunian
Kepler-194 d,0,Hot,Superterran
Kepler-195 b,0,Hot,Superterran
Kepler-195 c,0,Hot,Superterran
Kepler-196 b,0,Hot,Superterran
Kepler-196 c,0,Hot,Superterran
Kepler-197 b,0,Hot,Terran
Kepler-197 c,0,Hot,Terran
Kepler-197 d,0,Hot,Terran
Kepler-197 e,0,Hot,Terran
Kepler-198 b,0,Hot,Neptunian
Kepler-198 c,0,Hot,Superterran
Kepler-198 d,0,,Superterran
Kepler-199 b,0,Hot,Neptunian
Kepler-199 c,0,Hot,Neptunian
Kepler-20 b,0,Hot,Superterran
Kepler-20 c,0,Hot,Neptunian
Kepler-20 d,0,Hot,Neptunian
Kepler-20 e,0,Hot,Terran
Kepler-20 f,0,Hot,Terran
Kepler-20 g,0,Hot,Neptunian
Kepler-200 b,0,Hot,Superterran
Kepler-200 c,0,Hot,Superterran
Kepler-201 b,0,Hot,Superterran
Kepler-201 c,0,Hot,Neptunian
Kepler-202 b,0,Hot,Superterran
Kepler-202 c,0,Hot,Superterran
Kepler-203 b,0,Hot,Neptunian
Kepler-203 c,0,Hot,Superterran
Kepler-203 d,0,Hot,Terran
Kepler-204 b,0,Hot,Neptunian
Kepler-204 c,0,Hot,Superterran
Kepler-205 b,0,Hot,Superterran
Kepler-205 c,0,Hot,Superterran
Kepler-206 b,0,Hot,Terran
Kepler-206 c,0,Hot,Superterran
Kepler-206 d,0,Hot,Terran
Kepler-207 b,0,Hot,Superterran
Kepler-207 c,0,Hot,Superterran
Kepler-207 d,0,Hot,Neptunian
Kepler-208 b,0,Hot,Superterran
Kepler-208 c,0,Hot,Terran
Kepler-208 d,0,Hot,Terran
Kepler-208 e,0,Hot,Terran
Kepler-209 b,0,Hot,Superterran
Kepler-209 c,0,Hot,Neptunian
Kepler-21 b,0,Hot,Superterran
Kepler-210 b,0,Hot,Neptunian
Kepler-210 c,0,Hot,Neptunian
Kepler-211 b,0,Hot,Terran
Kepler-211 c,0,Hot,Terran
Kepler-212 b,0,Hot,Terran
Kepler-212 c,0,Hot,Neptunian
Kepler-213 b,0,Hot,Superterran
Kepler-213 c,0,Hot,Superterran
Kepler-214 b,0,Hot,Neptunian
Kepler-214 c,0,Hot,Superterran
Kepler-215 b,0,Hot,Superterran
Kepler-215 c,0,Hot,Superterran
Kepler-215 d,0,Hot,Superterran
Kepler-215 e,0,Hot,Superterran
Kepler-216 b,0,Hot,Superterran
Kepler-216 c,0,Hot,Neptunian
Kepler-217 b,0,Hot,Superterran
Kepler-217 c,0,Hot,Superterran
Kepler-217 d,0,,Terran
Kepler-218 b,0,Hot,Terran
Kepler-218 c,0,Hot,Neptunian
Kepler-218 d,0,,Neptunian
Kepler-219 b,0,Hot,Neptunian
Kepler-219 c,0,Hot,Neptunian
Kepler-219 d,0,Hot,Neptunian
Kepler-22 b,2,Warm,Superterran
Kepler-220 b,0,Hot,Terran
Kepler-220 c,0,Hot,Superterran
Kepler-220 d,0,Hot,Terran
Kepler-220 e,0,Hot,Terran
Kepler-221 b,0,Hot,Superterran
Kepler-221 c,0,Hot,Neptunian
Kepler-221 d,0,Hot,Neptunian
Kepler-221 e,0,Hot,Neptunian
Kepler-222 b,0,Hot,Neptunian
Kepler-222 c,0,Hot,Neptunian
Kepler-222 d,0,Hot,Neptunian
Kepler-223 b,0,,Neptunian
Kepler-223 c,0,,Neptunian
Kepler-223 d,0,,Neptunian
Kepler-223 e,0,,Neptunian
Kepler-224 b,0,Hot,Terran
Kepler-224 c,0,Hot,Neptunian
Kepler-224 d,0,Hot,Superterran
Kepler-224 e,0,Hot,Superterran
Kepler-225 b,0,Hot,Terran
Kepler-225 c,0,Hot,Superterran
Kepler-226 b,0,Hot,Superterran
Kepler-226 c,0,Hot,Superterran
Kepler-226 d,0,Hot,Terran
Kepler-227 b,0,Hot,Neptunian
Kepler-227 c,0,Hot,Neptunian
Kepler-228 b,0,Hot,Superterran
Kepler-228 c,0,Hot,Neptunian
Kepler-228 d,0,Hot,Neptunian
Kepler-229 b,0,Hot,Superterran
Kepler-229 c,0,Hot,Neptunian
Kepler-229 d,0,Hot,Neptunian
Kepler-23 b,0,Hot,Jovian
Kepler-23 c,0,Hot,Jovian
Kepler-23 d,0,Hot,Superterran
Kepler-230 b,0,Hot,Neptunian
Kepler-230 c,0,Hot,Superterran
Kepler-231 b,0,Hot,Superterran
Kepler-231 c,0,Hot,Superterran
Kepler-232 b,0,Hot,Neptunian
Kepler-232 c,0,Hot,Neptunian
Kepler-233 b,0,Hot,Superterran
Kepler-233 c,0,Hot,Neptunian
Kepler-234 b,0,Hot,Neptunian
Kepler-234 c,0,Hot,Neptunian
Kepler-235 b,0,Hot,Superterran
Kepler-235 c,0,Hot,Terran
Kepler-235 d,0,Hot,Superterran
Kepler-235 e,0,Hot,Superterran
Kepler-236 b,0,Hot,Superterran
Kepler-236 c,0,Hot,Superterran
Kepler-237 b,0,Hot,Terran
Kepler-237 c,0,Hot,Superterran
Kepler-238 b,0,Hot,Superterran
Kepler-238 c,0,Hot,Superterran
Kepler-238 d,0,Hot,Neptunian
Kepler-238 e,0,,Jovian
Kepler-238 f,0,,Neptunian
Kepler-239 b,0,Hot,Superterran
Kepler-239 c,0,Hot,Neptunian
Kepler-24 b,0,Hot,Jovian
Kepler-24 c,0,Hot,Jovian
Kepler-24 d,0,Hot,Superterran
Kepler-24 e,0,Hot,Neptunian
Kepler-240 b,0,Hot,Terran
Kepler-240 c,0,Hot,Superterran
Kepler-241 b,0,Hot,Superterran
Kepler-241 c,0,Hot,Neptunian
Kepler-242 b,0,Hot,Neptunian
Kepler-242 c,0,Hot,Superterran
Kepler-243 b,0,Hot,Superterran
Kepler-243 c,0,Hot,Superterran
Kepler-244 b,0,Hot,Neptunian
Kepler-244 c,0,Hot,Superterran
Kepler-244 d,0,Hot,Superterran
Kepler-245 b,0,Hot,Neptunian
Kepler-245 c,0,Hot,Superterran
Kepler-245 d,0,Hot,Neptunian
Kepler-245 e,0,,Superterran
Kepler-246 b,0,Hot,Superterran
Kepler-246 c,0,Hot,Superterran
Kepler-247 b,0,Hot,Superterran
Kepler-247 c,0,Hot,Neptunian
Kepler-247 d,0,Hot,Neptunian
Kepler-248 b,0,Hot,Neptunian
Kepler-248 c,0,Hot,Neptunian
Kepler-249 b,0,Hot,Terran
Kepler-249 c,0,Hot,Superterran
Kepler-249 d,0,Hot,Superterran
Kepler-25 b,0,Hot,Neptunian
Kepler-25 c,0,Hot,Neptunian
Kepler-25 d,0,Hot,Jovian
Kepler-250 b,0,Hot,Terran
Kepler-250 c,0,Hot,Superterran
Kepler-250 d,0,Hot,Superterran
Kepler-251 b,0,Hot,Terran
Kepler-251 c,0,Hot,Neptunian
Kepler-251 d,0,Hot,Neptunian
Kepler-251 e,0,Hot,Neptunian
Kepler-252 b,0,Hot,Terran
Kepler-252 c,0,Hot,Superterran
Kepler-253 b,0,Hot,Superterran
Kepler-253 c,0,Hot,Neptunian
Kepler-253 d,0,Hot,Neptunian
Kepler-254 b,0,Hot,Neptunian
Kepler-254 c,0,Hot,Superterran
Kepler-254 d,0,Hot,Superterran
Kepler-255 b,0,Hot,Superterran
Kepler-255 c,0,Hot,Neptunian
Kepler-255 d,0,,Terran
Kepler-256 b,0,Hot,Superterran
Kepler-256 c,0,Hot,Superterran
Kepler-256 d,0,Hot,Superterran
Kepler-256 e,0,Hot,Superterran
Kepler-257 b,0,Hot,Neptunian
Kepler-257 c,0,Hot,Neptunian
Kepler-257 d,0,Hot,Neptunian
Kepler-258 b,0,Hot,Neptunian
Kepler-258 c,0,Hot,Neptunian
Kepler-259 b,0,Hot,Neptunian
Kepler-259 c,0,Hot,Neptunian
Kepler-26 b,0,Hot,Neptunian
Kepler-26 c,0,Hot,Neptunian
Kepler-26 d,0,Hot,Terran
Kepler-26 e,1,Warm,Superterran
Kepler-260 b,0,Hot,Superterran
Kepler-260 c,0,Hot,Superterran
Kepler-261 b,0,Hot,Superterran
Kepler-261 c,0,Hot,Superterran
Kepler-262 b,0,Hot,Terran
Kepler-262 c,0,Hot,Superterran
Kepler-263 b,0,Hot,Neptunian
Kepler-263 c,0,Hot,Superterran
Kepler-264 b,0,Hot,Neptunian
Kepler-264 c,0,Hot,Neptunian
Kepler-265 b,0,Hot,Superterran
Kepler-265 c,0,Hot,Neptunian
Kepler-265 d,0,Hot,Superterran
Kepler-265 e,0,Hot,Neptunian
Kepler-266 b,0,Hot,Superterran
Kepler-266 c,0,Hot,Neptunian
Kepler-267 b,0,Hot,Superterran
Kepler-267 c,0,Hot,Superterran
Kepler-267 d,0,Hot,Superterran
Kepler-268 b,0,Hot,Neptunian
Kepler-268 c,0,Hot,Neptunian
Kepler-269 b,0,Hot,Superterran
Kepler-269 c,0,Hot,Superterran
Kepler-27 b,0,Hot,Jovian
Kepler-27 c,0,Hot,Jovian
Kepler-270 b,0,Hot,Superterran
Kepler-270 c,0,Hot,Superterran
Kepler-271 b,0,Hot,Terran
Kepler-271 c,0,Hot,Terran
Kepler-271 d,0,Hot,Subterran
Kepler-272 b,0,Hot,Terran
Kepler-272 c,0,Hot,Superterran
Kepler-272 d,0,Hot,Superterran
Kepler-273 b,0,Hot,Superterran
Kepler-273 c,0,Hot,Superterran
Kepler-274 b,0,Hot,Superterran
Kepler-274 c,0,Hot,Superterran
Kepler-275 b,0,Hot,Superterran
Kepler-275 c,0,Hot,Neptunian
Kepler-275 d,0,Hot,Neptunian
Kepler-276 b,0,Hot,Neptunian
Kepler-276 c,0,,Neptunian
Kepler-276 d,0,,Neptunian
Kepler-277 b,0,,Jovian
Kepler-277 c,0,,Jovian
Kepler-278 b,0,Hot,Neptunian
Kepler-278 c,0,Hot,Neptunian
Kepler-279 b,0,Hot,Neptunian
Kepler-279 c,0,,Neptunian
Kepler-279 d,0,,Neptunian
Kepler-28 b,0,Hot,Jovian
Kepler-28 c,0,Hot,Jovian
Kepler-280 b,0,Hot,Terran
Kepler-280 c,0,Hot,Superterran
Kepler-281 b,0,Hot,Neptunian
Kepler-281 c,0,Hot,Neptunian
Kepler-282 b,0,Hot,Terran
Kepler-282 c,0,Hot,Terran
Kepler-282 d,0,,Jovian
Kepler-282 e,0,,Jovian
Kepler-283 b,0,Hot,Superterran
Kepler-283 c,2,Warm,Superterran
Kepler-284 b,0,Hot,Superterran
Kepler-284 c,0,Hot,Neptunian
Kepler-285 b,0,Hot,Terran
Kepler-285 c,0,Hot,Terran
Kepler-286 b,0,Hot,Terran
Kepler-286 c,0,Hot,Terran
Kepler-286 d,0,Hot,Terran
Kepler-286 e,0,Hot,Superterran
Kepler-287 b,0,Hot,Superterran
Kepler-287 c,0,Hot,Neptunian
Kepler-288 b,0,Hot,Superterran
Kepler-288 c,0,Hot,Neptunian
Kepler-288 d,0,Hot,Neptunian
Kepler-289 b,0,Hot,Superterran
Kepler-289 c,0,Hot,Jovian
Kepler-289 d,0,Hot,Neptunian
Kepler-29 b,0,Hot,Neptunian
Kepler-29 c,0,Hot,Neptunian
Kepler-290 b,0,Hot,Superterran
Kepler-290 c,0,Hot,Neptunian
Kepler-291 b,0,Hot,Superterran
Kepler-291 c,0,Hot,Superterran
Kepler-292 b,0,Hot,Terran
Kepler-292 c,0,Hot,Terran
Kepler-292 d,0,Hot,Superterran
Kepler-292 e,0,Hot,Neptunian
Kepler-292 f,0,Hot,Superterran
Kepler-293 b,0,Hot,Neptunian
Kepler-293 c,0,Hot,Neptunian
Kepler-294 b,0,Hot,Superterran
Kepler-294 c,0,Hot,Neptunian
Kepler-295 b,0,Hot,Terran
Kepler-295 c,0,Hot,Terran
Kepler-295 d,0,Hot,Terran
Kepler-296 b,0,Hot,Superterran
Kepler-296 c,0,Hot,Superterran
Kepler-296 d,0,Hot,Superterran
Kepler-296 e,1,Warm,Superterran
Kepler-296 f,2,Warm,Superterran
Kepler-297 b,0,Hot,Neptunian
Kepler-297 c,0,Hot,Jovian
Kepler-298 b,0,Hot,Superterran
Kepler-298 c,0,Hot,Superterran
Kepler-298 d,1,Warm,Superterran
Kepler-299 b,0,Hot,Terran
Kepler-299 c,0,Hot,Neptunian
Kepler-299 d,0,Hot,Superterran
Kepler-299 e,0,Hot,Superterran
Kepler-30 b,0,Hot,Neptunian
Kepler-30 c,0,Hot,Jovian
Kepler-30 d,0,Hot,Jovian
Kepler-300 b,0,Hot,Superterran
Kepler-300 c,0,Hot,Superterran
Kepler-301 b,0,Hot,Terran
Kepler-301 c,0,Hot,Terran
Kepler-301 d,0,Hot,Superterran
Kepler-302 b,0,Hot,Neptunian
Kepler-302 c,0,Hot,Jovian
Kepler-303 b,0,Hot,Terran
Kepler-303 c,0,Hot,Terran
Kepler-304 b,0,Hot,Neptunian
Kepler-304 c,0,Hot,Superterran
Kepler-304 d,0,Hot,Neptunian
Kepler-304 e,0,,Terran
Kepler-305 b,0,,Neptunian
Kepler-305 c,0,,Neptunian
Kepler-305 d,0,Hot,Neptunian
Kepler-306 b,0,Hot,Superterran
Kepler-306 c,0,Hot,Superterran
Kepler-306 d,0,Hot,Superterran
Kepler-306 e,0,Hot,Superterran
Kepler-307 b,0,Hot,Superterran
Kepler-307 c,0,Hot,Superterran
Kepler-308 b,0,Hot,Superterran
Kepler-308 c,0,Hot,Superterran
Kepler-309 b,0,Hot,Superterran
Kepler-309 c,1,Warm,Neptunian
Kepler-31 b,0,Hot,Neptunian
Kepler-31 c,0,Hot,Jovian
Kepler-31 d,0,Hot,Jovian
Kepler-310 b,0,Hot,Terran
Kepler-310 c,0,Hot,Neptunian
Kepler-310 d,0,Hot,Superterran
Kepler-311 b,0,Hot,Superterran
Kepler-311 c,0,Hot,Terran
Kepler-312 b,0,Hot,Terran
Kepler-312 c,0,Hot,Neptunian
Kepler-313 b,0,Hot,Neptunian
Kepler-313 c,0,Hot,Neptunian
Kepler-314 b,0,Hot,Terran
Kepler-314 c,0,Hot,Neptunian
Kepler-315 b,0,Hot,Neptunian
Kepler-315 c,1,Warm,Neptunian
Kepler-316 b,0,Hot,Terran
Kepler-316 c,0,Hot,Terran
Kepler-317 b,0,Hot,Superterran
Kepler-317 c,0,Hot,Superterran
Kepler-318 b,0,Hot,Neptunian
Kepler-318 c,0,Hot,Neptunian
Kepler-319 b,0,Hot,Superterran
Kepler-319 c,0,Hot,Neptunian
Kepler-319 d,0,Hot,Superterran
Kepler-32 b,0,Hot,Jovian
Kepler-32 c,0,Hot,Jovian
Kepler-32 d,0,Hot,Neptunian
Kepler-32 e,0,Hot,Superterran
Kepler-32 f,0,Hot,Terran
Kepler-320 b,0,Hot,Terran
Kepler-320 c,0,Hot,Terran
Kepler-321 b,0,Hot,Superterran
Kepler-321 c,0,Hot,Superterran
Kepler-322 b,0,Hot,Terran
Kepler-322 c,0,Hot,Superterran
Kepler-323 b,0,Hot,Terran
Kepler-323 c,0,Hot,Superterran
Kepler-324 b,0,Hot,Terran
Kepler-324 c,0,Hot,Neptunian
Kepler-325 b,0,Hot,Neptunian
Kepler-325 c,0,Hot,Neptunian
Kepler-325 d,0,Hot,Neptunian
Kepler-326 b,0,Hot,Superterran
Kepler-326 c,0,Hot,Terran
Kepler-326 d,0,Hot,Terran
Kepler-327 b,0,Hot,Terran
Kepler-327 c,0,Hot,Terran
Kepler-327 d,0,Hot,Superterran
Kepler-328 b,0,Hot,Neptunian
Kepler-328 c,0,Hot,Neptunian
Kepler-329 b,0,Hot,Terran
Kepler-329 c,0,Hot,Superterran
Kepler-33 b,0,Hot,Superterran
Kepler-33 c,0,Hot,Neptunian
Kepler-33 d,0,Hot,Neptunian
Kepler-33 e,0,Hot,Neptunian
Kepler-33 f,0,Hot,Neptunian
Kepler-330 b,0,Hot,Terran
Kepler-330 c,0,Hot,Superterran
Kepler-331 b,0,Hot,Superterran
Kepler-331 c,0,Hot,Superterran
Kepler-331 d,0,Hot,Superterran
Kepler-332 b,0,Hot,Terran
Kepler-332 c,0,Hot,Terran
Kepler-332 d,0,Hot,Terran
Kepler-333 b,0,Hot,Terran
Kepler-333 c,0,Hot,Terran
Kepler-334 b,0,Hot,Terran
Kepler-334 c,0,Hot,Terran
Kepler-334 d,0,Hot,Terran
Kepler-335 b,0,Hot,Neptunian
Kepler-335 c,0,Hot,Neptunian
Kepler-336 b,0,Hot,Terran
Kepler-336 c,0,Hot,Superterran
Kepler-336 d,0,Hot,Superterran
Kepler-337 b,0,Hot,Superterran
Kepler-337 c,0,Hot,Superterran
Kepler-338 b,0,Hot,Superterran
Kepler-338 c,0,Hot,Superterran
Kepler-338 d,0,Hot,Neptunian
Kepler-338 e,0,,Superterran
Kepler-339 b,0,Hot,Terran
Kepler-339 c,0,Hot,Terran
Kepler-339 d,0,Hot,Terran
Kepler-34 b,1,Warm,Jovian
Kepler-340 b,0,Hot,Neptunian
Kepler-340 c,0,Hot,Neptunian
Kepler-341 b,0,Hot,Terran
Kepler-341 c,0,Hot,Superterran
Kepler-341 d,0,Hot,Superterran
Kepler-341 e,0,Hot,Superterran
Kepler-342 b,0,Hot,Superterran
Kepler-342 c,0,Hot,Superterran
Kepler-342 d,0,Hot,Superterran
Kepler-342 e,0,,Terran
Kepler-343 b,0,Hot,Superterran
Kepler-343 c,0,Hot,Superterran
Kepler-344 b,0,Hot,Neptunian
Kepler-344 c,0,Hot,Neptunian
Kepler-345 b,0,Hot,Subterran
Kepler-345 c,0,Hot,Terran
Kepler-346 b,0,Hot,Neptunian
Kepler-346 c,0,Hot,Neptunian
Kepler-347 b,0,Hot,Superterran
Kepler-347 c,0,Hot,Superterran
Kepler-348 b,0,Hot,Superterran
Kepler-348 c,0,Hot,Terran
Kepler-349 b,0,Hot,Superterran
Kepler-349 c,0,Hot,Superterran
Kepler-35 b,0,Hot,Jovian
Kepler-350 b,0,Hot,Superterran
Kepler-350 c,0,,Neptunian
Kepler-350 d,0,,Neptunian
Kepler-351 b,0,Hot,Neptunian
Kepler-351 c,0,Hot,Neptunian
Kepler-351 d,0,,Neptunian
Kepler-352 b,0,Hot,Terran
Kepler-352 c,0,Hot,Terran
Kepler-353 b,0,Hot,Terran
Kepler-353 c,0,Hot,Terran
Kepler-354 b,0,Hot,Superterran
Kepler-354 c,0,Hot,Terran
Kepler-354 d,0,Hot,Terran
Kepler-355 b,0,Hot,Terran
Kepler-355 c,0,Hot,Neptunian
Kepler-356 b,0,Hot,Superterran
Kepler-356 c,0,Hot,Superterran
Kepler-357 b,0,Hot,Superterran
Kepler-357 c,0,Hot,Neptunian
Kepler-357 d,0,Hot,Neptunian
Kepler-358 b,0,Hot,Neptunian
Kepler-358 c,0,Hot,Neptunian
Kepler-359 b,0,Hot,Neptunian
Kepler-359 c,0,Hot,Neptunian
Kepler-359 d,0,Hot,Neptunian
Kepler-36 b,0,Hot,Terran
Kepler-36 c,0,Hot,Neptunian
Kepler-360 b,0,Hot,Superterran
Kepler-360 c,0,Hot,Superterran
Kepler-361 b,0,Hot,Terran
Kepler-361 c,0,Hot,Neptunian
Kepler-362 b,0,Hot,Terran
Kepler-362 c,0,Hot,Terran
Kepler-363 b,0,Hot,Terran
Kepler-363 c,0,Hot,Superterran
Kepler-363 d,0,Hot,Superterran
Kepler-364 b,0,Hot,Superterran
Kepler-364 c,0,Hot,Superterran
Kepler-365 b,0,Hot,Superterran
Kepler-365 c,0,Hot,Superterran
Kepler-366 b,0,Hot,Terran
Kepler-366 c,0,Hot,Superterran
Kepler-367 b,0,Hot,Terran
Kepler-367 c,0,Hot,Terran
Kepler-368 b,0,Hot,Neptunian
Kepler-368 c,0,Hot,Neptunian
Kepler-369 b,0,Hot,Terran
Kepler-369 c,0,Hot,Terran
Kepler-37 b,0,Hot,Terran
Kepler-37 c,0,Hot,Neptunian
Kepler-37 d,0,Hot,Neptunian
Kepler-37 e,0,Hot,
Kepler-370 b,0,Hot,Superterran
Kepler-370 c,0,Hot,Superterran
Kepler-371 b,0,Hot,Superterran
Kepler-371 c,0,Hot,Superterran
Kepler-372 b,0,Hot,Terran
Kepler-372 c,0,Hot,Superterran
Kepler-372 d,0,Hot,Superterran
Kepler-373 b,0,Hot,Terran
Kepler-373 c,0,Hot,Terran
Kepler-374 b,0,Hot,Terran
Kepler-374 c,0,Hot,Terran
Kepler-374 d,0,Hot,Terran
Kepler-375 b,0,Hot,Terran
Kepler-375 c,0,Hot,Neptunian
Kepler-376 b,0,Hot,Terran
Kepler-376 c,0,Hot,Superterran
Kepler-377 b,0,Hot,Terran
Kepler-377 c,0,Hot,Superterran
Kepler-378 b,0,Hot,Subterran
Kepler-378 c,0,Hot,Subterran
Kepler-379 b,0,Hot,Superterran
Kepler-379 c,0,Hot,Superterran
Kepler-38 b,0,Hot,Jovian
Kepler-380 b,0,Hot,Terran
Kepler-380 c,0,Hot,Terran
Kepler-381 b,0,Hot,Terran
Kepler-381 c,0,Hot,Terran
Kepler-382 b,0,Hot,Terran
Kepler-382 c,0,Hot,Superterran
Kepler-383 b,0,Hot,Terran
Kepler-383 c,0,Hot,Terran
Kepler-384 b,0,Hot,Terran
Kepler-384 c,0,Hot,Terran
Kepler-385 b,0,Hot,Neptunian
Kepler-385 c,0,Hot,Neptunian
Kepler-386 b,0,Hot,Terran
Kepler-386 c,0,Hot,Superterran
Kepler-387 b,0,Hot,Terran
Kepler-387 c,0,Hot,Terran
Kepler-388 b,0,Hot,Terran
Kepler-388 c,0,Hot,Terran
Kepler-389 b,0,Hot,Superterran
Kepler-389 c,0,Hot,Terran
Kepler-39 b,0,Hot,Jovian
Kepler-390 b,0,Hot,Terran
Kepler-390 c,0,Hot,Subterran
Kepler-391 b,0,Hot,Neptunian
Kepler-391 c,0,Hot,Neptunian
Kepler-392 b,0,Hot,Terran
Kepler-392 c,0,Hot,Terran
Kepler-393 b,0,Hot,Terran
Kepler-393 c,0,Hot,Terran
Kepler-394 b,0,Hot,Superterran
Kepler-394 c,0,Hot,Superterran
Kepler-395 b,0,Hot,Terran
Kepler-395 c,0,Hot,Terran
Kepler-396 b,0,,Jovian
Kepler-396 c,0,,Neptunian
Kepler-397 b,0,Hot,Superterran
Kepler-397 c,0,Hot,Jovian
Kepler-398 b,0,Hot,Terran
Kepler-398 c,0,Hot,Terran
