pl_name,host_star,pl_ltr,sys_stars,sys_planets,sys_moons,disc_method,disc_year,disc_location,disc_facility,orb_period,pl_radius_e,pl_mass_e,pl_density,pl_insol,pl_temp_k,st_type,st_temp_k,st_radius_s,st_mass_s,st_bright,st_gravity,st_age,st_density,ga_lat,ga_long,distance,habit_code,P_HABZONE,P_TYPE_TEMP,P_TYPE
K2-133 e,K2-133,e,1,4,0,Transit,2019,Space,K2,26.5841,1.73,3.64,3.86,1.8,296,M1.5 V,3655,0.46,0.46,-1.479,,,,-14.06809,174.7534,75.1703,0.0,0.0,Hot,Superterran
K2-136 b,K2-136,b,2,3,0,Transit,2017,Space,K2,7.975292,0.99,0.937,5.31,,553,K5.5,4499,0.66,0.74,-0.788,4.66,,3.52,-17.3508,174.775,59.2474,0.0,0.0,Hot,Terran
K2-136 c,K2-136,c,2,3,0,Transit,2017,Space,K2,17.307137,2.91,8.8,1.96,11.9,425,K5.5,4499,0.66,0.74,-0.788,4.66,0.688,3.52,-17.3508,174.775,59.2474,0.0,0.0,Hot,Neptunian
K2-136 d,K2-136,d,2,3,0,Transit,2017,Space,K2,25.575065,1.45,2.7,4.87,,373,K5.5,4499,0.66,0.74,-0.788,4.66,,3.52,-17.3508,174.775,59.2474,0.0,0.0,Hot,Terran
K2-137 b,K2-137,b,1,1,0,Transit,2017,Space,K2,0.179715,0.89,158.915,,,1471,M3 V,3492,0.44,0.46,-1.58,4.82,,13,56.17622,292.1928,98.8765,0.0,0.0,Hot,Jovian
K2-138 b,K2-138,b,1,5,0,Transit,2017,Space,K2,2.35322,1.57,3.09,4.39,486,,K1 V,5378,0.86,0.93,-0.253,4.59,,,-62.23884,64.21599,202.585,0.0,0.0,Hot,Superterran
K2-138 c,K2-138,c,1,5,0,Transit,2017,Space,K2,3.55987,2.52,6.9,2.37,279,,K1 V,5378,0.86,0.93,-0.253,4.59,,,-62.23884,64.21599,202.585,0.0,0.0,Hot,Neptunian
K2-138 d,K2-138,d,1,5,0,Transit,2017,Space,K2,5.40478,2.66,7.56,2.21,160,,K1 V,5378,0.86,0.93,-0.253,4.59,,,-62.23884,64.21599,202.585,0.0,0.0,Hot,Neptunian
K2-138 e,K2-138,e,1,5,0,Transit,2017,Space,K2,8.26144,3.29,10.8,1.67,91.1,,K1 V,5378,0.86,0.93,-0.253,4.59,,,-62.23884,64.21599,202.585,0.0,0.0,Hot,Neptunian
K2-138 f,K2-138,f,1,5,0,Transit,2017,Space,K2,12.75759,2.81,8.3,2.06,51,,K1 V,5378,0.86,0.93,-0.253,4.59,,,-62.23884,64.21599,202.585,0.0,0.0,Hot,Neptunian
K2-139 b,K2-139,b,1,1,0,Transit,2017,Space,K2,28.380619,9.11,123.00021,0.91,,524,K0 V,5370,0.88,0.96,-0.236,4.54,1.8,2.477,-13.40272,19.45001,153.856,0.0,0.0,Hot,Jovian
K2-14 b,K2-14,b,1,1,0,Transit,2015,Space,K2,8.36802,4.81,20.7,1.02,8,488,,3789,0.45,0.47,-1.031,4.61,,3.2418,61.66755,270.399,364.048,0.0,0.0,Hot,Neptunian
K2-140 b,K2-140,b,1,1,0,Transit,2017,Space,K2,6.56918,12.25,323.86877,0.963,188.5,957,G5,5705,0.99,1,-0.049,4.45,4.22,1.477,52.97973,295.1843,347.917,0.0,0.0,Hot,Jovian
K2-141 b,K2-141,b,1,2,0,Transit,2018,Space,K2,0.2803244,1.51,5.08,8.2,,2039,K7 V,4599,0.68,0.71,-0.75,4.62,6.3,3.164,-56.59508,80.19793,61.8736,0.0,0.0,Hot,Superterran
K2-141 c,K2-141,c,1,2,0,Transit,2018,Space,K2,7.7485,7,7.4,,,,,4599,0.68,0.71,-0.75,4.62,6.3,3.164,-56.59508,80.19793,61.8736,0.0,0.0,Hot,Jovian
K2-146 b,K2-146,b,1,2,0,Transit,2018,Space,K2,2.6446,2.05,5.77,3.69,20.7,534,M3.0 V,3385,0.33,0.33,-1.89,4.9,5,13.1,32.2191,206.5274,79.3002,0.0,0.0,Hot,Superterran
K2-146 c,K2-146,c,1,2,0,Transit,2019,Space,K2,4.00498,2.19,7.49,3.92,,,,3385,0.33,0.33,-1.89,,5,13.1,32.2191,206.5274,79.3002,0.0,0.0,Hot,Superterran
K2-147 b,K2-147,b,1,1,0,Transit,2018,Space,K2,0.961917,1.38,2.48,5.19,200.1,,,3672,0.55,0.58,-1.292,4.72,,,-21.49691,10.94488,90.5494,0.0,0.0,Hot,Terran
K2-148 b,K2-148,b,2,3,0,Transit,2018,Space,K2,4.38395,1.33,2.33,5.44,48.8,,,4079,0.63,0.65,-0.996,4.65,,,-63.01779,126.5889,124.458,0.0,0.0,Hot,Terran
K2-148 c,K2-148,c,2,3,0,Transit,2018,Space,K2,6.9226,1.73,3.64,3.86,26.5,,,4079,0.63,0.65,-0.996,4.65,,,-63.01779,126.5889,124.458,0.0,0.0,Hot,Superterran
K2-148 d,K2-148,d,2,3,0,Transit,2018,Space,K2,9.7579,1.64,3.33,4.15,16.8,,,4079,0.63,0.65,-0.996,4.65,,,-63.01779,126.5889,124.458,0.0,0.0,Hot,Superterran
K2-149 b,K2-149,b,1,1,0,Transit,2018,Space,K2,11.332,1.64,3.33,4.15,7,,M1.0 V,3745,0.57,0.59,-1.31,4.71,,,-55.46908,117.6112,123.676,0.0,0.0,Hot,Superterran
K2-15 b,K2-15,b,1,1,0,Transit,2015,Space,K2,11.8104,2.48,6.71,2.42,48,676,,5131,0.68,0.72,-0.539,4.57,,,63.14119,268.7422,493.992,0.0,0.0,Hot,Superterran
K2-150 b,K2-150,b,1,1,0,Transit,2018,Space,K2,10.59357,2,4.66,3.2,4.9,,M2.5 V,3499,0.44,0.46,-1.585,4.82,,,-53.4948,132.063,102.483,0.0,0.0,Hot,Superterran
K2-151 b,K2-151,b,2,1,0,Transit,2018,Space,K2,3.835476,1.49,2.83,4.7,20.8,566,M1.5 V,3695,0.45,0.47,-1.553,4.8,,6.736,-52.8409,133.4932,69.4798,0.0,0.0,Hot,Terran
K2-152 b,K2-152,b,1,1,0,Transit,2018,Space,K2,32.6479,2.29,5.86,2.68,2.9,337,M0.0 V,4044,0.61,0.63,-1.06,4.67,,3.49448,55.30055,283.0409,108.449,0.0,0.0,Hot,Superterran
K2-153 b,K2-153,b,1,1,0,Transit,2018,Space,K2,7.51574,2,4.66,3.2,11.8,497,M3.0 V,3845,0.53,0.55,-1.367,4.73,,4.87969,63.43683,282.3504,143.125,0.0,0.0,Hot,Superterran
K2-154 b,K2-154,b,1,2,0,Transit,2018,Space,K2,3.67626,1.99,4.62,3.22,57.5,715,M0.0 V,4097,0.63,0.65,-1.018,4.65,,3.24997,59.97081,295.2137,129.356,0.0,0.0,Hot,Superterran
K2-154 c,K2-154,c,1,2,0,Transit,2018,Space,K2,7.95486,2.07,4.94,3.06,20.5,552,M0.0 V,4097,0.63,0.65,-1.018,4.65,,3.24997,59.97081,295.2137,129.356,0.0,0.0,Hot,Superterran
K2-155 b,K2-155,b,1,3,0,Transit,2018,Space,K2,6.342,1.8,3.89,3.67,19.9,708,,4258,0.58,0.65,-1.229,4.6,,5.41,-19.71299,174.7485,72.7998,0.0,0.0,Hot,Superterran
K2-155 c,K2-155,c,1,3,0,Transit,2018,Space,K2,13.85,2.6,7.27,2.27,7,583,,4258,0.58,0.65,-1.229,4.6,,5.41,-19.71299,174.7485,72.7998,0.0,0.0,Hot,Neptunian
K2-155 d,K2-155,d,1,3,0,Transit,2018,Space,K2,40.718,1.9,4.27,3.42,1.67,381,,4258,0.58,0.65,-1.229,4.6,,5.41,-19.71299,174.7485,72.7998,0.0,0.0,Hot,Superterran
K2-156 b,K2-156,b,1,1,0,Transit,2018,Space,K2,0.81314,1.15,1.6,5.78,,1347,,4597,0.66,0.66,-0.798,4.62,,2.68452,55.16116,285.0595,150.21,0.0,0.0,Hot,Terran
K2-157 b,K2-157,b,1,1,0,Transit,2018,Space,K2,0.365257,1.055,1.18,5.51,,,,5456,0.88,0.94,-0.212,4.55,,,55.93047,286.6038,298.373,0.0,0.0,Hot,Terran
K2-158 b,K2-158,b,1,2,0,Transit,2018,Space,K2,10.06049,2.64,7.46,2.23,,794,,5503,0.95,0.92,-0.157,4.45,,1.57526,54.85284,280.1985,197.299,0.0,0.0,Hot,Neptunian
K2-158 c,K2-158,c,1,2,0,Transit,2018,Space,K2,5.90279,1.28,2.18,5.71,,948,,5503,0.95,0.92,-0.157,4.45,,1.57526,54.85284,280.1985,197.299,0.0,0.0,Hot,Terran
K2-159 b,K2-159,b,1,1,0,Transit,2018,Space,K2,12.42205,2.26,5.73,2.73,,684,,5425,0.83,0.9,-0.289,4.56,,2.7842,57.06849,279.8729,170.998,0.0,0.0,Hot,Superterran
K2-16 b,K2-16,b,1,3,0,Transit,2015,Space,K2,7.6188,2.02,4.74,3.16,44.5,658,K3 V,4742,0.66,0.68,-0.702,4.51,,,61.77707,262.9119,334.967,0.0,0.0,,Superterran
K2-16 c,K2-16,c,1,3,0,Transit,2015,Space,K2,19.07863,2.54,6.99,2.34,13.1,485,K3 V,4742,0.66,0.68,-0.702,4.51,,,61.77707,262.9119,334.967,0.0,0.0,,Neptunian
K2-160 b,K2-160,b,1,1,0,Transit,2018,Space,K2,3.705871,3.178,10.2,1.75,,,,5649,0.91,0.98,-0.115,4.61,,,58.1628,286.0968,315.363,0.0,0.0,Hot,Neptunian
K2-161 b,K2-161,b,1,1,0,Transit,2018,Space,K2,9.283188,6.117,31.1,0.747,,,,4972,2.57,0.99,0.561,3.63,,,58.15008,285.5922,916.319,0.0,0.0,Hot,Jovian
K2-162 b,K2-162,b,1,1,0,Transit,2018,Space,K2,9.45889,1.44,2.67,4.91,,631,,4842,0.69,0.75,-0.61,4.63,,1.97721,61.00699,288.7513,124.433,0.0,0.0,Hot,Terran
K2-163 b,K2-163,b,1,1,0,Transit,2018,Space,K2,6.673117,2.466,6.65,2.44,,,,4937,0.76,0.83,-0.507,4.71,,,60.53671,281.1217,208.529,0.0,0.0,Hot,Superterran
K2-164 b,K2-164,b,1,1,0,Transit,2018,Space,K2,17.355066,3.249,10.6,1.7,,,,5791,2.2,1.18,0.69,3.81,,,56.17967,263.014,375.67,0.0,0.0,Hot,Neptunian
K2-165 b,K2-165,b,1,3,0,Transit,2018,Space,K2,2.354992,1.274,2.17,5.76,,,,5185,0.8,0.83,-0.375,4.46,,,62.74729,285.3337,134.591,0.0,0.0,Hot,Terran
K2-165 c,K2-165,c,1,3,0,Transit,2018,Space,K2,4.382745,1.554,3.03,4.44,,,,5185,0.8,0.83,-0.375,4.46,,,62.74729,285.3337,134.591,0.0,0.0,Hot,Superterran
K2-165 d,K2-165,d,1,3,0,Transit,2018,Space,K2,14.101361,2.648,7.5,2.22,,,,5185,0.8,0.83,-0.375,4.46,,,62.74729,285.3337,134.591,0.0,0.0,Hot,Neptunian
K2-166 b,K2-166,b,1,2,0,Transit,2018,Space,K2,8.52695,2.19,5.43,2.84,,1140,,5960,1.61,1.16,0.462,4.09,,0.42293,64.09021,285.1586,476.882,0.0,0.0,,Superterran
K2-167 b,K2-167,b,1,1,0,Transit,2018,Space,K2,9.977481,2.819,8.34,2.05,,,,5908,1.83,1.02,0.566,3.88,,,-55.41164,40.4596,80.8994,0.0,0.0,Hot,Neptunian
K2-168 b,K2-168,b,1,2,0,Transit,2018,Space,K2,15.8523,1.86,4.12,3.52,,766,,5502.7,0.83,0.88,-0.244,4.46,,,-51.71317,40.91085,243.935,0.0,0.0,Hot,Superterran
K2-169 b,K2-169,b,1,1,0,Transit,2018,Space,K2,6.380803,1.273,2.16,5.75,,,,5548,0.92,0.99,-0.141,4.56,,,-54.4227,46.19647,235.867,0.0,0.0,Hot,Terran
K2-17 b,K2-17,b,1,1,0,Transit,2015,Space,K2,17.96753,2.23,5.6,2.77,4.91,487,,4320,0.66,0.71,-0.91,4.8,,2.41242,65.10211,266.6195,125.106,0.0,0.0,Hot,Superterran
K2-170 b,K2-170,b,1,2,0,Transit,2018,Space,K2,7.576544,1.418,2.6,5.01,,,,5748,0.98,0.96,-0.023,4.34,,,-53.03643,45.05433,392.872,0.0,0.0,Hot,Terran
K2-170 c,K2-170,c,1,2,0,Transit,2018,Space,K2,12.400047,1.802,3.9,3.66,,,,5748,0.98,0.96,-0.023,4.34,,,-53.03643,45.05433,392.872,0.0,0.0,Hot,Superterran
K2-171 b,K2-171,b,1,1,0,Transit,2018,Space,K2,5.628466,2.687,7.69,2.18,,,,5250,1.72,0.89,0.306,3.95,,,-49.8148,44.5974,606.128,0.0,0.0,Hot,Neptunian
K2-172 b,K2-172,b,1,2,0,Transit,2018,Space,K2,14.316941,1.666,3.42,4.06,,,,5569,0.87,0.93,-0.184,4.61,,,-51.98496,47.92918,249.742,0.0,0.0,Hot,Superterran
K2-172 c,K2-172,c,1,2,0,Transit,2018,Space,K2,29.62682,3.206,10.4,1.73,,,,5569,0.87,0.93,-0.184,4.61,,2.1811,-51.98496,47.92918,249.742,0.0,0.0,Hot,Neptunian
K2-173 b,K2-173,b,1,1,0,Transit,2018,Space,K2,5.868699,1.608,3.22,4.25,,,,5580,0.84,0.88,-0.06,4.52,,1.38095,-27.13326,175.8745,228.641,0.0,0.0,Hot,Superterran
K2-174 b,K2-174,b,1,1,0,Transit,2018,Space,K2,19.562307,2.6,7.27,2.27,,455,,4455,0.68,0.7,-0.773,4.62,,3.21,-26.34909,175.5818,99.9293,0.0,0.0,Hot,Neptunian
K2-175 b,K2-175,b,1,1,0,Transit,2018,Space,K2,9.525988,2.038,4.81,3.12,,,,5909,1.42,1.09,0.346,4.11,,,-31.03311,168.1504,247.266,0.0,0.0,Hot,Superterran
K2-176 b,K2-176,b,1,1,0,Transit,2018,Space,K2,5.329439,1.491,2.83,4.69,,,,5428,0.86,0.94,-0.233,4.63,,,-27.02183,172.4568,247.302,0.0,0.0,Hot,Terran
K2-177 b,K2-177,b,1,1,0,Transit,2018,Space,K2,14.155185,2.116,5.13,2.97,,,,6063,1.21,1.21,0.254,4.38,,,-26.96771,167.9359,492.167,0.0,0.0,Hot,Superterran
K2-178 b,K2-178,b,1,1,0,Transit,2018,Space,K2,8.747818,3.558,12.4,1.51,,,,5525,0.89,0.95,-0.179,4.55,,,-27.12157,164.8408,214.753,0.0,0.0,Hot,Neptunian
K2-179 b,K2-179,b,1,1,0,Transit,2018,Space,K2,5.172191,2.513,6.86,2.38,,,,5015,0.77,0.82,-0.523,4.63,,3.34951,-22.5069,168.3229,190.81,0.0,0.0,Hot,Neptunian
K2-18 b,K2-18,b,1,2,0,Transit,2015,Space,K2,32.939623,2.37,8.92,4.11,1,284,M2.5 V,3457,0.41,0.36,-1.66,4.79,,7.07318,62.57575,254.6324,38.0266,2.0,1.0,Warm,Superterran
K2-18 c,K2-18,c,1,2,0,Radial Velocity,2017,Ground,La Silla Observatory,8.962,2.65,7.51,2.22,,363,,3457,0.41,0.36,-1.66,,,,62.57575,254.6324,38.0266,0.0,0.0,Hot,Superterran
K2-180 b,K2-180,b,1,1,0,Transit,2018,Space,K2,8.867209,2.31,5.95,2.65,,731,,5358,0.72,0.72,-0.439,4.58,,3.375,25.5819,214.2884,203.896,0.0,0.0,Hot,Superterran
K2-181 b,K2-181,b,1,1,0,Transit,2018,Space,K2,6.894256,2.84,8.45,2.03,,962,,5608,1.07,0.99,-0.013,4.38,,2.639,26.8338,214.1269,360.911,0.0,0.0,Hot,Neptunian
K2-182 b,K2-182,b,1,1,0,Transit,2018,Space,K2,4.736837,2.76,8.05,2.1,,885,,5165,0.8,0.88,-0.392,4.58,,2.256,29.20076,215.2885,154.83,0.0,0.0,Hot,Neptunian
K2-183 b,K2-183,b,1,3,0,Transit,2018,Space,K2,0.469269,2.599,7.27,2.27,,,,5482,0.87,0.94,-0.207,4.6,,,25.84831,209.8224,329.041,0.0,0.0,Hot,Neptunian
K2-183 c,K2-183,c,1,3,0,Transit,2018,Space,K2,10.792635,2.87,8.6,2,,787,,5519,0.97,0.93,-0.207,4.43,,1.47406,25.84831,209.8224,329.041,0.0,0.0,Hot,Neptunian
K2-183 d,K2-183,d,1,3,0,Transit,2018,Space,K2,22.631964,2.86,8.55,2.01,,615,,5519,0.97,0.93,-0.207,4.43,,,25.84831,209.8224,329.041,0.0,0.0,Hot,Neptunian
K2-184 b,K2-184,b,1,1,0,Transit,2018,Space,K2,16.995731,1.55,3.02,4.46,,580,,5220,0.78,0.86,-0.399,4.59,,6.966,29.69931,211.1662,75.5857,0.0,0.0,Hot,Superterran
K2-185 b,K2-185,b,1,1,0,Transit,2018,Space,K2,10.616646,1.313,2.28,5.54,,,,5722,0.91,0.98,-0.092,4.58,,,30.7852,211.4171,268.357,0.0,0.0,Hot,Terran
K2-186 b,K2-186,b,1,1,0,Transit,2018,Space,K2,41.474219,3.172,10.2,1.76,,,,5784,0.98,1.02,-0.013,4.45,,,36.83021,208.9596,330.739,0.0,0.0,Hot,Neptunian
K2-187 b,K2-187,b,1,4,0,Transit,2018,Space,K2,0.77392,1.3,2.24,5.6,,1815,,5484,0.92,0.98,-0.161,4.5,,,35.76411,202.7771,330.916,0.0,0.0,Hot,Terran
K2-187 c,K2-187,c,1,4,0,Transit,2018,Space,K2,2.872042,1.8,3.89,3.67,,1173,,5484,0.92,0.98,-0.161,4.5,,,35.76411,202.7771,330.916,0.0,0.0,Hot,Superterran
K2-187 d,K2-187,d,1,4,0,Transit,2018,Space,K2,7.14921,3.17,10.2,1.76,,865,,5484,0.92,0.98,-0.161,4.5,,1.6823,35.76411,202.7771,330.916,0.0,0.0,Hot,Neptunian
K2-187 e,K2-187,e,1,4,0,Transit,2018,Space,K2,13.609878,2.38,6.26,2.55,,698,,5484,0.92,0.98,-0.161,4.5,,,35.76411,202.7771,330.916,0.0,0.0,Hot,Superterran
K2-188 b,K2-188,b,1,2,0,Transit,2018,Space,K2,1.742169,1.35,2.39,5.34,,1692,,5977,1.19,1.06,0.212,4.31,,,33.44485,201.6599,446.821,0.0,0.0,Hot,Terran
K2-188 c,K2-188,c,1,2,0,Transit,2018,Space,K2,7.810253,2.83,8.4,2.04,,1026,,5977,1.19,1.06,0.212,4.31,,0.83646,33.44485,201.6599,446.821,0.0,0.0,Hot,Neptunian
K2-189 b,K2-189,b,1,2,0,Transit,2018,Space,K2,2.588309,1.52,2.92,4.57,,1197,,5519,0.87,0.94,-0.198,4.53,,,46.56067,318.1368,242.113,0.0,0.0,Hot,Superterran
K2-189 c,K2-189,c,1,2,0,Transit,2018,Space,K2,6.679195,2.5,6.8,2.39,,872,,5519,0.87,0.94,-0.198,4.53,,2.07235,46.56067,318.1368,242.113,0.0,0.0,Hot,Superterran
K2-19 b,K2-19,b,1,3,0,Transit,2015,Space,K2,7.9194,7.74,28.5,0.334,125.9,854,G9 V,5430,0.86,0.93,-0.237,4.63,8,1.76,58.39358,267.0294,289.827,0.0,0.0,Hot,Jovian
K2-19 c,K2-19,c,1,3,0,Transit,2015,Space,K2,11.90715,4.86,15.9,0.94,73.1,745,G9 V,5430,0.86,0.93,-0.237,4.63,8,1.76,58.39358,267.0294,289.827,0.0,0.0,Hot,Neptunian
K2-19 d,K2-19,d,1,3,0,Transit,2016,Space,K2,2.50856,1.14,14,51.4,583.5,1252,G9 V,5430,0.86,0.93,-0.237,4.63,,,58.39358,267.0294,289.827,0.0,0.0,Hot,Terran
K2-190 b,K2-190,b,1,2,0,Transit,2018,Space,K2,10.098858,1.357,2.41,5.3,,,,5631,0.91,0.9,-0.122,4.38,,1.4816,47.92216,321.2683,160.679,0.0,0.0,Hot,Terran
K2-190 c,K2-190,c,1,2,0,Transit,2018,Space,K2,21.574023,1.093,1.34,5.64,,,,5631,0.91,0.9,-0.122,4.38,,,47.92216,321.2683,160.679,0.0,0.0,Hot,Terran
K2-191 b,K2-191,b,1,1,0,Transit,2018,Space,K2,2.858646,1.579,3.12,4.36,,,,5176,0.84,0.9,-0.345,4.57,,1.65547,49.16592,316.0893,287.188,0.0,0.0,Hot,Superterran
K2-192 b,K2-192,b,1,1,0,Transit,2018,Space,K2,4.162817,1.52,2.92,4.57,,939,,5222,0.81,0.9,-0.36,4.57,,5.975,49.08741,323.7182,221.753,0.0,0.0,Hot,Superterran
K2-193 b,K2-193,b,1,1,0,Transit,2018,Space,K2,14.786889,3.95,14.8,1.32,,739,,5817,0.98,1.01,-0.076,4.46,,1.532,50.01605,322.0458,411.923,0.0,0.0,Hot,Neptunian
K2-194 b,K2-194,b,1,1,0,Transit,2018,Space,K2,39.721386,3.642,12.9,1.47,,,,5979,1.28,1.11,0.363,4.21,,0.75033,52.188,322.0871,629.51,0.0,0.0,Hot,Neptunian
K2-195 b,K2-195,b,1,2,0,Transit,2018,Space,K2,15.852975,3.13,9.96,1.78,,720,,5713,0.99,0.94,-0.103,4.42,,1.09,53.72714,314.6392,315.014,0.0,0.0,Hot,Neptunian
K2-195 c,K2-195,c,1,2,0,Transit,2018,Space,K2,28.482786,2.576,7.16,2.3,,,,5712,0.91,0.96,-0.103,4.55,,,53.72714,314.6392,315.014,0.0,0.0,Hot,Neptunian
K2-196 b,K2-196,b,1,1,0,Transit,2018,Space,K2,48.324222,3.6,12.6,1.48,,,,6045,1.54,1.16,0.455,4.08,,,53.64647,315.6757,584.877,0.0,0.0,Hot,Neptunian
K2-197 b,K2-197,b,1,1,0,Transit,2018,Space,K2,8.357881,2.56,7.08,2.32,,848,,5667,0.93,1,-0.114,4.5,,1.16,54.28318,319.2748,247.637,0.0,0.0,Hot,Neptunian
K2-198 b,K2-198,b,1,3,0,Transit,2018,Space,K2,17.0428683,4.189,16.3,1.22,,716,,5212.9,0.76,0.8,-0.401,4.6,,2.59636,55.91102,313.5832,110.567,0.0,0.0,Hot,Neptunian
K2-198 c,K2-198,c,1,3,0,Transit,2019,Space,K2,3.3596055,1.423,2.61,4.98,,1230,,5212.9,0.76,0.8,-0.401,4.6,,2.59636,55.91102,313.5832,110.567,0.0,0.0,Hot,Terran
K2-198 d,K2-198,d,1,3,0,Transit,2019,Space,K2,7.4500177,2.438,6.52,2.47,,943,,5212.9,0.76,0.8,-0.401,4.6,,2.59636,55.91102,313.5832,110.567,0.0,0.0,Hot,Superterran
K2-199 b,K2-199,b,1,2,0,Transit,2018,Space,K2,3.225338,1.87,4.16,3.5,,861,,4648,0.68,0.73,-0.721,4.64,,2.92839,53.29171,330.2976,107.518,0.0,0.0,Hot,Superterran
K2-199 c,K2-199,c,1,2,0,Transit,2018,Space,K2,7.374694,2.78,8.15,2.08,,653,,4648,0.68,0.73,-0.721,4.64,,2.92839,53.29171,330.2976,107.518,0.0,0.0,Hot,Neptunian
K2-200 b,K2-200,b,1,1,0,Transit,2018,Space,K2,2.849883,1.364,2.43,5.26,,,,5233,0.79,0.86,-0.429,4.71,,2.23187,56.98901,320.3038,184.131,0.0,0.0,Hot,Terran
K2-201 b,K2-201,b,1,2,0,Transit,2018,Space,K2,1.05979,1.4,2.54,5.09,,,,5507,0.88,0.96,-0.194,4.68,,,-19.33565,16.19365,197.932,0.0,0.0,Hot,Terran
K2-201 c,K2-201,c,1,2,0,Transit,2018,Space,K2,22.779878,3.286,10.8,1.67,,,,5507,0.88,0.96,-0.194,4.68,,,-19.33565,16.19365,197.932,0.0,0.0,Hot,Neptunian
K2-202 b,K2-202,b,1,1,0,Transit,2018,Space,K2,3.405164,2.302,5.91,2.66,,,,5491,0.91,0.97,-0.167,4.55,,,-10.34801,12.94347,300.397,0.0,0.0,Hot,Superterran
K2-203 b,K2-203,b,1,1,0,Transit,2018,Space,K2,9.695101,1.371,2.45,5.23,,,,5000,0.76,0.79,-0.484,4.43,,,-64.0675,122.7359,166.147,0.0,0.0,Hot,Terran
K2-204 b,K2-204,b,1,1,0,Transit,2018,Space,K2,7.055784,3.046,9.51,1.85,,,,5755,1.18,1.01,0.138,4.23,,,-63.03701,132.9476,577.235,0.0,0.0,Hot,Neptunian
K2-205 b,K2-205,b,1,1,0,Transit,2018,Space,K2,26.672263,1.996,4.64,3.21,,,,5890,1.08,0.95,0.101,4.25,,,-62.35255,128.0186,405.301,0.0,0.0,Hot,Superterran
K2-206 b,K2-206,b,1,1,0,Transit,2018,Space,K2,18.294549,2.795,8.22,2.07,,,,5043,0.76,0.79,-0.475,4.46,,,-62.23561,119.489,244.443,0.0,0.0,Hot,Neptunian
K2-207 b,K2-207,b,1,1,0,Transit,2018,Space,K2,12.48749,2.606,7.3,2.27,,,,5522,0.93,0.94,-0.141,4.41,,,-62.20853,120.444,363.064,0.0,0.0,Hot,Neptunian
K2-208 b,K2-208,b,1,1,0,Transit,2018,Space,K2,4.190948,1.679,3.46,4.02,,,,5582,0.86,0.93,-0.186,4.62,,,-60.96429,139.4219,256.887,0.0,0.0,Hot,Superterran
K2-209 b,K2-209,b,1,1,0,Transit,2018,Space,K2,2.080615,0.869,0.586,4.92,,,,4720,0.71,0.74,-0.644,4.46,,,-61.43346,126.7625,76.4986,0.0,0.0,Hot,Terran
K2-21 b,K2-21,b,1,2,0,Transit,2015,Space,K2,9.325038,1.84,4.04,2.7,10,500,M0.0,4222.06,0.65,0.68,-0.985,4.83,1,3.1676,-57.17911,48.9365,83.6448,0.0,0.0,Hot,Superterran
K2-21 c,K2-21,c,1,2,0,Transit,2015,Space,K2,15.50192,2.49,6.76,5.4,5.1,420,M0.0,4222.06,0.65,0.68,-0.985,4.83,1,3.1676,-57.17911,48.9365,83.6448,0.0,0.0,Hot,Superterran
K2-210 b,K2-210,b,1,1,0,Transit,2018,Space,K2,0.570233,0.819,0.474,4.75,,,,5396,0.85,0.91,-0.256,4.55,,,-60.92629,132.8054,176.51,0.0,0.0,Hot,Terran
K2-211 b,K2-211,b,1,1,0,Transit,2018,Space,K2,0.669558,1.375,2.46,5.2,,,,5221,0.82,0.88,-0.351,4.6,,,-60.09223,139.6426,272.297,0.0,0.0,Hot,Terran
K2-212 b,K2-212,b,1,1,0,Transit,2018,Space,K2,9.79551,2.52,6.9,2.37,,542,,4272,0.65,0.67,-0.896,4.64,,4.445,-59.30161,133.8637,109.218,0.0,0.0,Hot,Neptunian
K2-213 b,K2-213,b,1,1,0,Transit,2018,Space,K2,8.13087,1.514,2.9,4.59,,,,5794,1.2,1.07,0.169,4.25,,,-59.36279,123.482,389.702,0.0,0.0,Hot,Superterran
K2-214 b,K2-214,b,1,1,0,Transit,2018,Space,K2,8.596802,2.43,6.48,2.48,,1006,,5854,1.27,1.05,0.233,4.25,,1.08,-58.58343,126.7923,300.64,0.0,0.0,Hot,Superterran
K2-215 b,K2-215,b,1,1,0,Transit,2018,Space,K2,8.269648,2.124,5.16,2.96,,,,5704,0.97,1,-0.043,4.41,,,-56.30743,133.0243,403.964,0.0,0.0,Hot,Superterran
K2-216 b,K2-216,b,1,1,0,Transit,2018,Space,K2,2.1748,1.75,8,8.2,248,1103,K5 V,4503,0.72,0.7,-0.721,4.57,,2.3,-56.49815,120.4479,115.461,0.0,0.0,Hot,Superterran
K2-217 b,K2-217,b,1,1,0,Transit,2018,Space,K2,14.074524,3.579,12.5,1.5,,,,5967,1.33,1.1,0.308,4.17,,,-56.35621,120.1315,381.878,0.0,0.0,Hot,Neptunian
K2-218 b,K2-218,b,1,1,0,Transit,2018,Space,K2,8.679885,2.569,7.13,2.31,,,,5757,1.01,1.05,0.003,4.45,,,-56.02525,122.8434,394.083,0.0,0.0,Hot,Neptunian
K2-219 b,K2-219,b,1,3,0,Transit,2018,Space,K2,3.901287,1.348,2.38,5.34,,,,5753,1.19,1.02,0.145,4.23,,,-54.00411,122.908,325.4,0.0,0.0,Hot,Terran
